time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.6515553068390797e-07,9.645606525690968e-08,10.003112090258861,0.00010764236426474838,0.00025477363055159685,0.0,-2.305672508950501e-05,8.962858208560246e-06,0.10373180783716324,0.005160459775670922,0.011614904351627483,0.0,437.70526690749415,438.67057739153887,437.76210775630335,438.1911917420811
0.12000000000000001,-1.0927991997640325e-05,4.680035278999289e-06,10.013890371934826,0.0007413410220244998,0.001507192838757554,0.0,-0.0004442135321388685,0.00019746366715248437,0.2555216655554314,0.019621399359220602,0.034879557761198984,0.0,452.658333332508,454.526315513563,451.9369769087732,453.100734185595
0.18,-8.195681743145057e-05,3.932714254211761e-05,10.034836338219923,0.0022897713236424977,0.0038436020015781835,0.0,-0.0021789793803130746,0.0011165465889871919,0.4426220406848757,0.035954291600665204,0.0460244251034213,0.0,463.0746002632712,463.9509855295631,463.45966959689014,464.7415008046331
0.23999999999999996,-0.00031651171901194894,0.00017062033163333976,10.06752266813457,0.003939510797545509,0.006804282907974191,0.0,-0.00597594650496054,0.0034961747278923743,0.6468263135555821,-0.00048236824327277036,0.05527064903109363,0.0,468.7842515189203,469.5034283152618,470.3450038671429,467.51516018534664
0.3,-0.000819392050754305,0.00045696752216130754,10.108134164478308,0.0035124527907921532,0.010057077522080071,0.0,-0.011102156882315183,0.0060317570165482675,0.7068521732207584,-0.02567885978750748,0.052010729661304274,0.0,424.8396563102894,424.562194737128,425.34028551413695,423.1772907415724
0.36000000000000004,-0.001713176912045726,0.0008878309938904071,10.154284561093354,0.0017436895818958575,0.012741454443090383,0.0,-0.019003649726400278,0.008156700964382332,0.831408576017987,-0.038434934127550106,0.023364426888871585,0.0,447.2123126539767,444.87424052617786,444.8136090393118,443.7676049599386
0.4200000000000001,-0.003100241568645178,0.001402330562037578,10.205488686170414,6.282755934909678,0.01426273432866676,0.0,-0.02736864937305106,0.008783679834174198,0.875360990394358,-0.03211686532042975,0.0290639193320568,0.0,418.9993283878751,419.49462603315163,419.43398375798245,419.9815760824095
0.48000000000000015,-0.005052355588939833,0.0019125427555011698,10.261609505485003,6.280601160888086,0.015734763888974435,0.0,-0.037871328019186315,0.008010707573907795,0.9952329921755724,-0.04485521264225492,0.013440905971769257,0.0,444.73817859961724,443.45696377277,444.37883274842034,443.3329289087815
0.5400000000000001,-0.007614180080416872,0.00233702338016293,10.321880346257608,6.2778954923101296,0.016736971305709503,0.0,-0.0476046040216418,0.00589598700161889,1.013776341695971,-0.04557719605897264,0.022538482215407177,0.0,410.51273605380175,411.3190656046304,411.70301187052183,411.63778112711896
0.6000000000000002,-0.010864419962469686,0.0025565410509825926,10.388233100248732,6.27529701094533,0.01768012668528396,0.0,-0.06087174353222229,0.0011175442483881428,1.1978028130051275,-0.03911855097104247,-0.0036216425217785626,0.0,464.92059009192,462.8665716531516,463.60019793870606,464.10636992100234
0.6600000000000003,-0.014897219267119219,0.0024442579818254482,10.463987800580112,6.272579408159595,0.016949134402815424,0.0,-0.07351445613363065,-0.005123803580732116,1.32721040959242,-0.062001778688510145,-0.04086231850609625,0.0,449.29460617379294,446.2653962518401,448.37260610655625,446.5085202067754
