time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,x_accel,y_accel,z_accel,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.62,582.61017,576.30945,581.4637,0
0.06,-1.998969811576784e-05,9.850144230081605e-06,0.019126498469224543,0.0027569326994800747,0.0006094904835975967,0.0,-0.001040966800788252,0.0006802229572220002,0.637420150344004,-0.028098264769699302,0.026391361216446002,10.618065198710697,0.08191807693747603,-0.1452092840845169,0.0,591.6388,582.655,576.3019,581.5296,2.5716409950390333
0.12000000000000001,-6.535668207487061e-05,0.000195424919538846,0.07645042028411503,0.010479584480921567,6.275665764652956,0.0,0.0007390312830429335,0.006753246873091614,1.2728880357269619,0.07832723390170841,0.14986639904057394,10.572010082342103,0.16488542309740298,-0.28958765930566177,0.0,894.4004,892.29895,889.93677,891.9561,2.572595404887724
0.18,0.0008965201465504591,0.0016665950801302814,0.2210074243946975,0.021755938995680957,6.257703946375649,0.0,0.03865690860548551,0.0467915888727617,3.5414421781893934,0.9092246965888798,0.8385476438793483,37.64065880662778,0.2139435550263538,-0.34004791010636065,0.0,894.24817,892.1389,889.7654,891.7972,2.5749037608610945
0.23999999999999996,0.00568806565116743,0.0065248740686165195,0.5004606489942863,0.03597787393619001,6.236714990693102,0.0,0.1293235239295996,0.12064161264043052,5.764865773481956,1.8225629653336928,1.438548839681528,36.71783127080915,0.2630513148059382,-0.390268982662329,0.0,894.2541,892.1365,889.7446,891.7982,2.5798740046448114
0.3,0.017640199094984047,0.01698225998826886,0.9112292102216506,0.05315463294824152,6.212713416358017,0.0,0.2779452834912248,0.23417027927603368,7.91438723712673,2.8103392622646846,2.127120028749321,35.3283177809297,0.31238057321457924,-0.44020830281507267,0.0,894.32056,892.20514,889.8006,891.8721,2.587593357855882
0.36000000000000004,0.04032819085942508,0.03555055636967451,1.448071212638596,0.073293782064769,6.185717288918035,0.0,0.4874376968098608,0.3914632391958789,9.96361786235872,3.8335617923423824,2.873075730266949,33.51952298906392,0.36177408282017026,-0.4895482974782401,0.0,894.4819,892.4167,890.0499,892.09125,2.597910355984537
0.4200000000000001,0.07743366536837466,0.06492898025957586,2.1042965048237257,0.09635462099458802,6.155767614102594,0.0,0.7584397466563032,0.594656461784964,11.890831994865742,4.854670347837362,3.64298049940605,31.375098058284117,0.41000524103718666,-0.5370651453596096,0.0,894.5843,892.5699,890.243,892.2534,2.610637524306645
0.48000000000000015,0.1326050248962455,0.10787913098484318,2.8720233528835526,0.12226524901392732,6.122975182089419,0.0,1.0892187209037962,0.843695166826924,13.678162954697333,5.834781735622323,4.4005136531415125,28.964002796467973,0.4570015571739493,-0.5827046666178465,0.0,894.8994,892.959,890.6919,892.6523,2.625559078300298
0.5400000000000001,0.20933450551139265,0.16710661783506114,3.7425242265679524,0.15093446090973295,6.087457094471597,0.0,1.47638646262884,1.1368175101208637,15.315312073809523,6.749502960798216,5.119121816551563,26.413273893820243,0.5022633451546156,-0.6258832761910602,0.0,895.1217,893.2985,891.13995,893.0098,2.6424394609854667
