time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,x_accel,y_accel,z_accel,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.2999,450.9122,451.31393,451.03928,0
0.06,7.953687350096612e-08,-4.7695771308681274e-08,0.0043931781664200385,6.283119184701739,6.282890505696578,0.0,1.6014419885068754e-05,-5.08474726861271e-06,0.14643100025704234,0.0010022393076277415,-0.0002621166168742501,2.440167653437543,-0.003402804711126698,-0.017208259345365802,0.0,538.5413,407.34802,466.2599,432.572,0.45034169383673894
0.12000000000000001,-0.00202316205360802,0.00011123818694291603,0.01857562405101166,0.020162680959092683,0.44423655714061283,0.0,-0.11998860727156344,0.0063889646902950264,0.31807788109089147,-3.9360278786132232,0.19972114008255895,2.5048525335054386,-0.41870080481595984,-1.7135539743468082,0.0,457.1834,448.52792,452.16885,450.39633,0.4519233027451646
0.18,-0.01834046736338347,0.0008055499330660686,0.04012973599701916,6.277896097036351,0.3408195694927407,0.0,-0.4136204600460131,0.014280043361994505,0.40482460954676147,-4.505822396189277,0.037981741554673015,1.6099802689109086,-0.4383675543273459,-1.7812474627879782,0.0,493.27182,435.36057,454.11484,441.33713,0.4543378065809913
0.23999999999999996,-0.050576844560675654,0.0014591694937096246,0.06803505579105104,6.252457460255743,0.29813017154925436,0.0,-0.6573023721775824,0.004978816203233507,0.526458224982689,-3.914526682387269,-0.2520488661704324,2.0719863127392126,-0.5923515491111551,-2.4654249882272032,0.0,546.7223,413.0171,457.71246,429.35205,0.45692765392121276
0.3,-0.09812104676685755,0.0010201351488397514,0.10374107929775639,6.229242497829791,0.564019871430891,0.0,-0.958627812163345,-0.02119473916479759,0.6503445753594632,-6.14358536942242,-0.498949819998416,1.558672635105671,-0.9311391382074101,-4.102995865662742,0.0,545.3786,412.89874,458.085,429.45758,0.45999374534271714
0.36000000000000004,-0.16850611913584623,-0.0014260772313356971,0.14437623206664826,6.185285136031133,0.6427512544489673,0.0,-1.3976164133189815,-0.06366135404843565,0.6965831049909182,-7.65751242252149,-0.8364772346005511,0.5077900271478705,-1.2655606768967576,-5.561375362904572,0.0,544.3218,412.66995,458.36722,429.58365,0.4631219230952926
0.4200000000000001,-0.26604508999674376,-0.007271722140213906,0.18702662689119653,6.120479293579967,0.543699093678434,0.0,-1.8469335772600979,-0.1373703985565681,0.7288399042856611,-7.2034314571667295,-1.4678002691652547,0.6987008184380069,-1.5914090295186096,-6.810381045163085,0.0,543.7667,412.57983,458.32718,429.52164,0.46525664855968574
0.48000000000000015,-0.3880414478117345,-0.0190779585709359,0.23290727768602024,6.0349985252384055,0.292552589638567,0.0,-2.1967739006018205,-0.2665438180213261,0.8104675350098007,-4.940151365672299,-2.5507826660464095,1.7358407070054298,-1.9043651949165663,-7.845477150913475,0.0,543.7814,412.67764,458.13147,429.40204,0.4663703035565001
0.5400000000000001,-0.5252312515351093,-0.04098234047906238,0.28547490595424957,5.929412726241031,6.204501415776664,0.0,-2.3371340236760885,-0.4767314179620853,0.9460719872892913,-0.8419174689071647,-3.995983770112134,2.394104752086558,-2.2011421143280994,-8.681973601946227,0.0,541.9072,410.0352,463.31577,428.29718,0.46707901605959723
0.6000000000000002,-0.6620154965694708,-0.07792700382956702,0.34583459277338974,5.8113460989603425,5.74288413582282,0.0,-2.172353042254607,-0.7623834732627276,1.0513008558101529,4.631321374945546,-5.026395096633497,1.1543404152688395,-2.5580887643944523,-9.34346186081264,0.0,559.2247,394.87973,467.79745,428.46643,0.4681189056681132
0.6600000000000003,-0.7790123598083523,-0.13280896869094078,0.4082348224178835,5.675006230521323,5.300109053788129,0.0,-1.6890809540417657,-1.0622540375339562,0.9961825535571324,9.496043765870313,-4.780143895887032,-2.183863361117895,-2.945456086377263,-10.247671832473461,0.0,554.5534,397.19003,467.09402,428.84045,0.3900498964497524
0.7200000000000003,-0.8598953670683324,-0.2030129799052461,0.45924117037436046,5.5111095125018394,4.731773107021715,0.0,-0.9816537534200491,-1.24718612975105,0.6528328141198652,12.679660290418534,-1.87200878836426,-7.657989667883939,-3.290569322902746,-10.841659243599272,0.0,549.07837,399.88876,466.14728,429.47034,0.3377664684704912
0.7800000000000004,-0.89586695298609,-0.276193912330476,0.47934945414472074,5.322339404404719,4.093188476634852,0.0,-0.23096714675103175,-1.1368557532855328,-0.027524237842552507,11.907292288118242,3.942373907945433,-12.9763613054197,-3.5877540658549147,-11.17925553812575,0.0,542.93774,403.16116,465.0138,430.43088,0.3273703875556896
0.8400000000000004,-0.8928229515929373,-0.33134244595814616,0.45174279783703675,5.112086652075735,3.4225188065326098,0.0,0.27583961482009434,-0.6490560609139392,-0.9041338410057296,6.251024155036809,10.044977694986624,-14.955043365185093,-3.8328967421792353,-11.310586614682066,0.0,536.471,406.7946,463.62033,431.5772,0.3257666306515135
0.9000000000000005,-0.8727236227875396,-0.349198502297368,0.37189907939990263,4.884292560084296,2.7445914842760732,0.0,0.3175141003891923,0.06581043546097493,-1.7352420110435416,-2.1843588625468913,12.250656587811168,-12.979016435300515,-4.023985366471529,-11.283369220432238,0.0,530.2044,410.77145,462.1413,432.8898,0.3344958263979736
0.9600000000000005,-0.8649852865735398,-0.3257387275051334,0.24737619192813917,4.643212660037758,2.074077766350525,0.0,-0.12112163577855106,0.6745915946121672,-2.3905856027244314,-9.55564359142905,8.487476004602152,-10.02091416783037,-4.162378538622524,-11.140454876588345,0.0,524.61115,414.8948,460.57657,434.0786,0.352146405145528
1.0200000000000005,-0.8932819182325218,-0.2768227445952817,0.08680555585128603,4.39298597367835,1.418465177604424,0.0,-0.842659912628442,0.8854188359550508,-2.965529682637512,-12.697785493274782,0.8511964074058618,-9.80006327190925,-4.253392185460842,-10.920606979296773,0.0,519.81683,418.53873,458.99118,434.9879,0.37570749875790765
